board_state,move
"[ 0  0  0  0  4  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1  0  0  1  0  0  0  0 -6  0  0 -2  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",b6c8
"[ 0  0  0  0  4  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1  0  0  1  0  0  0  0 -6  0  0  0  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3 -2  0  0  0  2  0]",e1b1
"[ 0  4  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1  0  0  1  0  0  0  0 -6  0  0  0  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3 -2  0  0  0  2  0]",c8b6
"[ 0  4  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1  0  0  1  0  0  0  0 -6  0  0 -2  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",b1a1
"[ 4  0  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1  0  0  1  0  0  0  0 -6  0  0 -2  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",g5h4
"[ 4  0  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1 -6  0  1  0  0  0  0  0  0  0 -2  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",f1g1
"[ 4  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1 -6  0  1  0  0  0  0  0  0  0 -2  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",b6d5
"[ 4  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1 -6  0  1  0 -2  0  0  0  0  0  0  0  0  6  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",e6f5
"[ 4  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
 -1  1  0  0  0  0 -1 -6  0  1  0 -2  0  6  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",g4g3
"[ 4  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  0  0  0 -6  0  1  0 -2  0  6  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0  0  2  0]",b8d6
"[ 4  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  0  0  0 -6  0  1  0 -2  0  6  0  0  0  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",d5c7
"[ 4  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  0  0  0 -6  0  1  0  0  0  6  0  0  0  0  0  3  0  0  0  0
  0  0 -2  0  0  0  0  0  0  0  0  0  0  0  2  0]",g1b1
"[ 4  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  0  0  0 -6  0  1  0  0  0  6  0  0  0  0  0  3  0  0  0  0
  0  0 -2  0  0  0  0  0  0  0  0  0  0  0  2  0]",c7a6
"[ 4  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  0  0  0 -6  0  1  0  0  0  6  0  0 -2  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",f5e4
"[ 4  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  6  0  0 -6  0  1  0  0  0  0  0  0 -2  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",h4g4
"[ 4  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
 -1  1  0  0  6  0 -6  0  0  1  0  0  0  0  0  0 -2  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",b1b3
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  4  0  0  0  0 -1  0
 -1  1  0  0  6  0 -6  0  0  1  0  0  0  0  0  0 -2  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",a6b4
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  4  0  0  0  0 -1  0
 -1 -2  0  0  6  0 -6  0  0  1  0  0  0  0  0  0  0  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",b3c3
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  4  0  0  0 -1  0
 -1 -2  0  0  6  0 -6  0  0  1  0  0  0  0  0  0  0  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",b4a6
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  4  0  0  0 -1  0
 -1  0  0  0  6  0 -6  0  0  1  0  0  0  0  0  0 -2  0  0  3  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",d6a3
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  3  0  4  0  0  0 -1  0
 -1  0  0  0  6  0 -6  0  0  1  0  0  0  0  0  0 -2  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",g4h5
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  3  0  4  0  0  0 -1  0
 -1  0  0  0  6  0  0  0  0  1  0  0  0  0  0 -6 -2  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",c3b3
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  3  4  0  0  0  0 -1  0
 -1  0  0  0  6  0  0  0  0  1  0  0  0  0  0 -6 -2  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",h5h4
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  3  4  0  0  0  0 -1  0
 -1  0  0  0  6  0  0 -6  0  1  0  0  0  0  0  0 -2  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",a3e7
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  4  0  0  0  0 -1  0
 -1  0  0  0  6  0  0 -6  0  1  0  0  0  0  0  0 -2  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2  0]",h4h5
"[ 4  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  4  0  0  0  0 -1  0
 -1  0  0  0  6  0  0  0  0  1  0  0  0  0  0 -6 -2  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2  0]",a1a2
"[ 0  0  0  0  0  0  0  0  4  0  0  0  0  0  1  0  0  4  0  0  0  0 -1  0
 -1  0  0  0  6  0  0  0  0  1  0  0  0  0  0 -6 -2  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2  0]",a4b3
"[ 0  0  0  0  0  0  0  0  4  0  0  0  0  0  1  0  0 -1  0  0  0  0 -1  0
  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0 -6 -2  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2  0]",a2d2
"[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  1  0  0 -1  0  0  0  0 -1  0
  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0 -6 -2  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2  0]",a6c5
"[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  1  0  0 -1  0  0  0  0 -1  0
  0  0  0  0  6  0  0  0  0  1 -2  0  0  0  0 -6  0  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2  0]",e7c5
"[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  1  0  0 -1  0  0  0  0 -1  0
  0  0  0  0  6  0  0  0  0  1  3  0  0  0  0 -6  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",h5g6
"[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  1  0  0 -1  0  0  0  0 -1  0
  0  0  0  0  6  0  0  0  0  1  3  0  0  0  0  0  0  0  0  0  0  0 -6  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",e4d3
"[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  3  0  0  0  0  0  0  0  0  0  0  0 -6  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",g6f5
"[ 0  0  0  0  0  0  0  0  0  0  0  4  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  3  0  0 -6  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",d2d1
"[ 0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  3  0  0 -6  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",f5e5
"[ 0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  3  0 -6  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",c5f8
"[ 0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0 -6  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2  0]",e5f4
"[ 0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0 -6  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2  0]",d1b1
"[ 0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0 -6  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2  0]",f4g4
"[ 0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0 -6  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2  0]",f8g7
"[ 0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0 -6  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  3  0  0  0  0  0  0  0  2  0]",g4h5
"[ 0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0 -6  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  3  0  0  0  0  0  0  0  2  0]",g7f6
"[ 0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0 -6  0  0  0  0  0  3  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",h5g6
"[ 0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  3 -6  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",b1f1
"[ 0  0  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  3 -6  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0]",g6h7
"[ 0  0  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  3  0  0
  0  0  0  0  0  0  0 -6  0  0  0  0  0  0  2  0]",f6e7
"[ 0  0  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  3  0  0 -6  0  0  0  0  0  0  2  0]",h7h8
"[ 0  0  0  0  0  4  0  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2 -6]",f1g1
"[ 0  0  0  0  0  0  4  0  0  0  0  0  0  0  1  0  0 -1  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2 -6]",b3b2
"[ 0  0  0  0  0  0  4  0  0 -1  0  0  0  0  1  0  0  0  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  3  0  0  0  0  0  0  0  0  0  2 -6]",e7f8
"[ 0  0  0  0  0  0  4  0  0 -1  0  0  0  0  1  0  0  0  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2 -6]",h8g8
"[ 0  0  0  0  0  0  4  0  0 -1  0  0  0  0  1  0  0  0  0  6  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3 -6  0]",d3c2
"[ 0  0  0  0  0  0  4  0  0 -1  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3 -6  0]",b2b1n
"[ 0 -2  0  0  0  0  4  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3 -6  0]",g1b1
"[ 0  4  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3 -6  0]",g8h7
"[ 0  4  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0 -6  0  0  0  0  0  3  0  0]",b1b3
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  4  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0 -6  0  0  0  0  0  3  0  0]",h7g8
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  4  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3 -6  0]",b3c3
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  4  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  3 -6  0]",g8f8
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  4  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0]",b5b6
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  4  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0]",f8e8
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  4  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0  0]",c3c6
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  4  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0  0]",e8f7
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  4  0  0  0  0  0
  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0]",c2c1
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  4  0  0  0  0  0
  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0]",f7e8
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  4  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0  0]",c6g6
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  4  0
  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0  0]",e8f7
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  4  0
  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0]",g6g4
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0]",f7f6
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  1  0  0  0 -6  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]",g4e4
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0 -6  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]",f6g7
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0]",c1b2
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0]",g7h7
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0 -6  0  0  0  0  0  0  0  0]",e4f4
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0 -6  0  0  0  0  0  0  0  0]",h7g8
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -6  0]",f4f5
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -6  0]",g8g7
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  0  0  1  0  0  0  0  0  0
  0  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0]",b6b7
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0 -6  0  0  0  0  0  0  0  0  0]",g7h7
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0  0 -6  0  0  0  0  0  0  0  0]",f5f4
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0  0 -6  0  0  0  0  0  0  0  0]",h7g7
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0 -6  0  0  0  0  0  0  0  0  0]",f4f8
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0 -6  0  0  0  0  0  0  4  0  0]",g7f8
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  0  0  0  0  0  0  0  0  0  0  0 -6  0  0]",b7b8b
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0  0 -6  0  0]",f8e8
"[ 0  0  0  0  0  0  0  0  0  6  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0 -6  0  0  0]",b2c1
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0 -6  0  0  0]",e8e7
"[ 0  0  6  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -6  0  0  0  0  3  0  0  0  0  0  0]",c1c2
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -6  0  0  0  0  3  0  0  0  0  0  0]",e7f7
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 -6  0  0  0  3  0  0  0  0  0  0]",b8e5
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0]",f7e8
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 -6  0  0  0]",e5b8
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0  0 -6  0  0  0]",e8d8
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  3  0 -6  0  0  0  0]",b8f4
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0 -6  0  0  0  0]",d8e7
"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  1  0  0  0  0  0  0  0 -1  0
  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0  0]",c2b3
"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  6  0  0  0  0 -1  0
  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -6  0  0  0  0  0  0  0  0  0  0  0]",e7d7
